date_key,full_date,day_name,day_of_month,week_of_month,month_name,month_num,quarter,year
19450826,26/08/1945,Sunday,26,4,August,8,Q3,1945
19450827,27/08/1945,Monday,27,4,August,8,Q3,1945
19450828,28/08/1945,Tuesday,28,4,August,8,Q3,1945
19450829,29/08/1945,Wednesday,29,5,August,8,Q3,1945
19450830,30/08/1945,Thursday,30,5,August,8,Q3,1945
19450831,31/08/1945,Friday,31,5,August,8,Q3,1945
19450901,01/09/1945,Saturday,1,1,September,9,Q3,1945
19450902,02/09/1945,Sunday,2,1,September,9,Q3,1945
19450903,03/09/1945,Monday,3,1,September,9,Q3,1945
19450904,04/09/1945,Tuesday,4,1,September,9,Q3,1945
19450905,05/09/1945,Wednesday,5,1,September,9,Q3,1945
19450906,06/09/1945,Thursday,6,1,September,9,Q3,1945
19450907,07/09/1945,Friday,7,1,September,9,Q3,1945
19450908,08/09/1945,Saturday,8,2,September,9,Q3,1945
19450909,09/09/1945,Sunday,9,2,September,9,Q3,1945
19450910,10/09/1945,Monday,10,2,September,9,Q3,1945
19450911,11/09/1945,Tuesday,11,2,September,9,Q3,1945
19450912,12/09/1945,Wednesday,12,2,September,9,Q3,1945
19450913,13/09/1945,Thursday,13,2,September,9,Q3,1945
19450914,14/09/1945,Friday,14,2,September,9,Q3,1945
19450915,15/09/1945,Saturday,15,3,September,9,Q3,1945
19450916,16/09/1945,Sunday,16,3,September,9,Q3,1945
19450917,17/09/1945,Monday,17,3,September,9,Q3,1945
19450918,18/09/1945,Tuesday,18,3,September,9,Q3,1945
19450919,19/09/1945,Wednesday,19,3,September,9,Q3,1945
19450920,20/09/1945,Thursday,20,3,September,9,Q3,1945
19450921,21/09/1945,Friday,21,3,September,9,Q3,1945
19450922,22/09/1945,Saturday,22,4,September,9,Q3,1945
19450923,23/09/1945,Sunday,23,4,September,9,Q3,1945
19450924,24/09/1945,Monday,24,4,September,9,Q3,1945
19450925,25/09/1945,Tuesday,25,4,September,9,Q3,1945
19450926,26/09/1945,Wednesday,26,4,September,9,Q3,1945
19450927,27/09/1945,Thursday,27,4,September,9,Q3,1945
19450928,28/09/1945,Friday,28,4,September,9,Q3,1945
19450929,29/09/1945,Saturday,29,5,September,9,Q3,1945
19450930,30/09/1945,Sunday,30,5,September,9,Q3,1945
19451001,01/10/1945,Monday,1,1,October,10,Q4,1945
19451002,02/10/1945,Tuesday,2,1,October,10,Q4,1945
19451003,03/10/1945,Wednesday,3,1,October,10,Q4,1945
19451004,04/10/1945,Thursday,4,1,October,10,Q4,1945
19451005,05/10/1945,Friday,5,1,October,10,Q4,1945
19451006,06/10/1945,Saturday,6,1,October,10,Q4,1945
19451007,07/10/1945,Sunday,7,1,October,10,Q4,1945
19451008,08/10/1945,Monday,8,2,October,10,Q4,1945
19451009,09/10/1945,Tuesday,9,2,October,10,Q4,1945
19451010,10/10/1945,Wednesday,10,2,October,10,Q4,1945
19451011,11/10/1945,Thursday,11,2,October,10,Q4,1945
19451012,12/10/1945,Friday,12,2,October,10,Q4,1945
19451013,13/10/1945,Saturday,13,2,October,10,Q4,1945
19451014,14/10/1945,Sunday,14,2,October,10,Q4,1945
19451015,15/10/1945,Monday,15,3,October,10,Q4,1945
19451016,16/10/1945,Tuesday,16,3,October,10,Q4,1945
19451017,17/10/1945,Wednesday,17,3,October,10,Q4,1945
19451018,18/10/1945,Thursday,18,3,October,10,Q4,1945
19451019,19/10/1945,Friday,19,3,October,10,Q4,1945
19451020,20/10/1945,Saturday,20,3,October,10,Q4,1945
19451021,21/10/1945,Sunday,21,3,October,10,Q4,1945
19451022,22/10/1945,Monday,22,4,October,10,Q4,1945
19451023,23/10/1945,Tuesday,23,4,October,10,Q4,1945
19451024,24/10/1945,Wednesday,24,4,October,10,Q4,1945
19451025,25/10/1945,Thursday,25,4,October,10,Q4,1945
19451026,26/10/1945,Friday,26,4,October,10,Q4,1945
19451027,27/10/1945,Saturday,27,4,October,10,Q4,1945
19451028,28/10/1945,Sunday,28,4,October,10,Q4,1945
19451029,29/10/1945,Monday,29,5,October,10,Q4,1945
19451030,30/10/1945,Tuesday,30,5,October,10,Q4,1945
19451031,31/10/1945,Wednesday,31,5,October,10,Q4,1945
19451101,01/11/1945,Thursday,1,1,November,11,Q4,1945
19451102,02/11/1945,Friday,2,1,November,11,Q4,1945
19451103,03/11/1945,Saturday,3,1,November,11,Q4,1945
19451104,04/11/1945,Sunday,4,1,November,11,Q4,1945
19451105,05/11/1945,Monday,5,1,November,11,Q4,1945
19451106,06/11/1945,Tuesday,6,1,November,11,Q4,1945
19451107,07/11/1945,Wednesday,7,1,November,11,Q4,1945
19451108,08/11/1945,Thursday,8,2,November,11,Q4,1945
19451109,09/11/1945,Friday,9,2,November,11,Q4,1945
19451110,10/11/1945,Saturday,10,2,November,11,Q4,1945
19451111,11/11/1945,Sunday,11,2,November,11,Q4,1945
19451112,12/11/1945,Monday,12,2,November,11,Q4,1945
19451113,13/11/1945,Tuesday,13,2,November,11,Q4,1945
19451114,14/11/1945,Wednesday,14,2,November,11,Q4,1945
19451115,15/11/1945,Thursday,15,3,November,11,Q4,1945
19451116,16/11/1945,Friday,16,3,November,11,Q4,1945
19451117,17/11/1945,Saturday,17,3,November,11,Q4,1945
19451118,18/11/1945,Sunday,18,3,November,11,Q4,1945
19451119,19/11/1945,Monday,19,3,November,11,Q4,1945
19451120,20/11/1945,Tuesday,20,3,November,11,Q4,1945
19451121,21/11/1945,Wednesday,21,3,November,11,Q4,1945
19451122,22/11/1945,Thursday,22,4,November,11,Q4,1945
19451123,23/11/1945,Friday,23,4,November,11,Q4,1945
19451124,24/11/1945,Saturday,24,4,November,11,Q4,1945
19451125,25/11/1945,Sunday,25,4,November,11,Q4,1945
19451126,26/11/1945,Monday,26,4,November,11,Q4,1945
19451127,27/11/1945,Tuesday,27,4,November,11,Q4,1945
19451128,28/11/1945,Wednesday,28,4,November,11,Q4,1945
19451129,29/11/1945,Thursday,29,5,November,11,Q4,1945
19451130,30/11/1945,Friday,30,5,November,11,Q4,1945
19451201,01/12/1945,Saturday,1,1,December,12,Q4,1945
19451202,02/12/1945,Sunday,2,1,December,12,Q4,1945
19451203,03/12/1945,Monday,3,1,December,12,Q4,1945
19451204,04/12/1945,Tuesday,4,1,December,12,Q4,1945
19451205,05/12/1945,Wednesday,5,1,December,12,Q4,1945
19451206,06/12/1945,Thursday,6,1,December,12,Q4,1945
19451207,07/12/1945,Friday,7,1,December,12,Q4,1945
19451208,08/12/1945,Saturday,8,2,December,12,Q4,1945
19451209,09/12/1945,Sunday,9,2,December,12,Q4,1945
19451210,10/12/1945,Monday,10,2,December,12,Q4,1945
19451211,11/12/1945,Tuesday,11,2,December,12,Q4,1945
19451212,12/12/1945,Wednesday,12,2,December,12,Q4,1945
19451213,13/12/1945,Thursday,13,2,December,12,Q4,1945
19451214,14/12/1945,Friday,14,2,December,12,Q4,1945
19451215,15/12/1945,Saturday,15,3,December,12,Q4,1945
19451216,16/12/1945,Sunday,16,3,December,12,Q4,1945
19451217,17/12/1945,Monday,17,3,December,12,Q4,1945
19451218,18/12/1945,Tuesday,18,3,December,12,Q4,1945
19451219,19/12/1945,Wednesday,19,3,December,12,Q4,1945
19451220,20/12/1945,Thursday,20,3,December,12,Q4,1945
19451221,21/12/1945,Friday,21,3,December,12,Q4,1945
19451222,22/12/1945,Saturday,22,4,December,12,Q4,1945
19451223,23/12/1945,Sunday,23,4,December,12,Q4,1945
19451224,24/12/1945,Monday,24,4,December,12,Q4,1945
19451225,25/12/1945,Tuesday,25,4,December,12,Q4,1945
19451226,26/12/1945,Wednesday,26,4,December,12,Q4,1945
19451227,27/12/1945,Thursday,27,4,December,12,Q4,1945
19451228,28/12/1945,Friday,28,4,December,12,Q4,1945
19451229,29/12/1945,Saturday,29,5,December,12,Q4,1945
19451230,30/12/1945,Sunday,30,5,December,12,Q4,1945
19451231,31/12/1945,Monday,31,5,December,12,Q4,1945
19460101,01/01/1946,Tuesday,1,1,January,1,Q1,1946
19460102,02/01/1946,Wednesday,2,1,January,1,Q1,1946
19460103,03/01/1946,Thursday,3,1,January,1,Q1,1946
19460104,04/01/1946,Friday,4,1,January,1,Q1,1946
19460105,05/01/1946,Saturday,5,1,January,1,Q1,1946
19460106,06/01/1946,Sunday,6,1,January,1,Q1,1946
19460107,07/01/1946,Monday,7,1,January,1,Q1,1946
19460108,08/01/1946,Tuesday,8,2,January,1,Q1,1946
19460109,09/01/1946,Wednesday,9,2,January,1,Q1,1946
19460110,10/01/1946,Thursday,10,2,January,1,Q1,1946
19460111,11/01/1946,Friday,11,2,January,1,Q1,1946
19460112,12/01/1946,Saturday,12,2,January,1,Q1,1946
19460113,13/01/1946,Sunday,13,2,January,1,Q1,1946
19460114,14/01/1946,Monday,14,2,January,1,Q1,1946
19460115,15/01/1946,Tuesday,15,3,January,1,Q1,1946
19460116,16/01/1946,Wednesday,16,3,January,1,Q1,1946
19460117,17/01/1946,Thursday,17,3,January,1,Q1,1946
19460118,18/01/1946,Friday,18,3,January,1,Q1,1946
19460119,19/01/1946,Saturday,19,3,January,1,Q1,1946
19460120,20/01/1946,Sunday,20,3,January,1,Q1,1946
19460121,21/01/1946,Monday,21,3,January,1,Q1,1946
19460122,22/01/1946,Tuesday,22,4,January,1,Q1,1946
19460123,23/01/1946,Wednesday,23,4,January,1,Q1,1946
19460124,24/01/1946,Thursday,24,4,January,1,Q1,1946
19460125,25/01/1946,Friday,25,4,January,1,Q1,1946
19460126,26/01/1946,Saturday,26,4,January,1,Q1,1946
19460127,27/01/1946,Sunday,27,4,January,1,Q1,1946
19460128,28/01/1946,Monday,28,4,January,1,Q1,1946
19460129,29/01/1946,Tuesday,29,5,January,1,Q1,1946
19460130,30/01/1946,Wednesday,30,5,January,1,Q1,1946
19460131,31/01/1946,Thursday,31,5,January,1,Q1,1946
19460201,01/02/1946,Friday,1,1,February,2,Q1,1946
19460202,02/02/1946,Saturday,2,1,February,2,Q1,1946
19460203,03/02/1946,Sunday,3,1,February,2,Q1,1946
19460204,04/02/1946,Monday,4,1,February,2,Q1,1946
19460205,05/02/1946,Tuesday,5,1,February,2,Q1,1946
19460206,06/02/1946,Wednesday,6,1,February,2,Q1,1946
19460207,07/02/1946,Thursday,7,1,February,2,Q1,1946
19460208,08/02/1946,Friday,8,2,February,2,Q1,1946
19460209,09/02/1946,Saturday,9,2,February,2,Q1,1946
19460210,10/02/1946,Sunday,10,2,February,2,Q1,1946
19460211,11/02/1946,Monday,11,2,February,2,Q1,1946
19460212,12/02/1946,Tuesday,12,2,February,2,Q1,1946
19460213,13/02/1946,Wednesday,13,2,February,2,Q1,1946
19460214,14/02/1946,Thursday,14,2,February,2,Q1,1946
19460215,15/02/1946,Friday,15,3,February,2,Q1,1946
19460216,16/02/1946,Saturday,16,3,February,2,Q1,1946
19460217,17/02/1946,Sunday,17,3,February,2,Q1,1946
19460218,18/02/1946,Monday,18,3,February,2,Q1,1946
19460219,19/02/1946,Tuesday,19,3,February,2,Q1,1946
19460220,20/02/1946,Wednesday,20,3,February,2,Q1,1946
19460221,21/02/1946,Thursday,21,3,February,2,Q1,1946
19460222,22/02/1946,Friday,22,4,February,2,Q1,1946
19460223,23/02/1946,Saturday,23,4,February,2,Q1,1946
19460224,24/02/1946,Sunday,24,4,February,2,Q1,1946
19460225,25/02/1946,Monday,25,4,February,2,Q1,1946
19460226,26/02/1946,Tuesday,26,4,February,2,Q1,1946
19460227,27/02/1946,Wednesday,27,4,February,2,Q1,1946
19460228,28/02/1946,Thursday,28,4,February,2,Q1,1946
19460301,01/03/1946,Friday,1,1,March,3,Q1,1946
19460302,02/03/1946,Saturday,2,1,March,3,Q1,1946
19460303,03/03/1946,Sunday,3,1,March,3,Q1,1946
19460304,04/03/1946,Monday,4,1,March,3,Q1,1946
19460305,05/03/1946,Tuesday,5,1,March,3,Q1,1946
19460306,06/03/1946,Wednesday,6,1,March,3,Q1,1946
19460307,07/03/1946,Thursday,7,1,March,3,Q1,1946
19460308,08/03/1946,Friday,8,2,March,3,Q1,1946
19460309,09/03/1946,Saturday,9,2,March,3,Q1,1946
19460310,10/03/1946,Sunday,10,2,March,3,Q1,1946
19460311,11/03/1946,Monday,11,2,March,3,Q1,1946
19460312,12/03/1946,Tuesday,12,2,March,3,Q1,1946
19460313,13/03/1946,Wednesday,13,2,March,3,Q1,1946
19460314,14/03/1946,Thursday,14,2,March,3,Q1,1946
19460315,15/03/1946,Friday,15,3,March,3,Q1,1946
19460316,16/03/1946,Saturday,16,3,March,3,Q1,1946
19460317,17/03/1946,Sunday,17,3,March,3,Q1,1946
19460318,18/03/1946,Monday,18,3,March,3,Q1,1946
19460319,19/03/1946,Tuesday,19,3,March,3,Q1,1946
19460320,20/03/1946,Wednesday,20,3,March,3,Q1,1946
19460321,21/03/1946,Thursday,21,3,March,3,Q1,1946
19460322,22/03/1946,Friday,22,4,March,3,Q1,1946
19460323,23/03/1946,Saturday,23,4,March,3,Q1,1946
19460324,24/03/1946,Sunday,24,4,March,3,Q1,1946
19460325,25/03/1946,Monday,25,4,March,3,Q1,1946
